City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,north bend,43.4065,-124.2243,18.6,100,40,1.96,US,1682704800
277,hasaki,35.7333,140.8333,17.3,75,44,8.35,JP,1682704800
278,quellon,-43.1167,-73.6167,15.14,94,75,10.75,CL,1682704800
279,shubarkuduk,49.1447,56.4872,18.42,43,1,3.65,KZ,1682704800
280,usinsk,65.9939,57.5281,-4.99,90,100,3.85,RU,1682704800
281,kingston,17.997,-76.7936,31.64,70,35,3.66,JM,1682704800
282,kaoma,-14.7833,24.8,18.05,53,50,1.5,ZM,1682704800
283,asahi,35.7167,140.65,16.79,74,37,6.55,JP,1682704800
284,erenhot,43.6475,111.9767,5.23,29,54,3.36,CN,1682704800
285,avanigadda,16.0215,80.9181,28.64,76,42,3.03,IN,1682704800
286,mao,39.8885,4.2658,22.31,56,0,4.59,ES,1682704800
287,luderitz,-26.6481,15.1594,16.72,73,7,8.68,NA,1682704800
288,saint-philippe,-21.3585,55.7679,24.75,74,41,4.43,RE,1682704800
289,alice springs,-23.7,133.8833,17.45,55,75,5.63,AU,1682704800
290,nyala,12.05,24.8833,30.82,14,92,3.08,SD,1682704800
291,haiku-pauwela,20.9219,-156.3051,22.56,90,20,0.78,US,1682704800
292,jayapura,-2.5333,140.7,25.66,90,99,0.18,ID,1682704800
293,usogorsk,63.4106,48.6872,-0.9,81,43,3.37,RU,1682704800
294,adam,22.3756,57.5233,30.07,12,0,5.1,OM,1682704800
295,las palmas,28.4204,-14.0131,22.04,73,0,3.43,ES,1682704800
296,caidian,30.5833,114.0333,18.07,30,100,7.25,CN,1682704800
297,dudinka,69.4058,86.1778,-8.58,95,56,4.87,RU,1682704800
298,sitka,57.0531,-135.33,5.94,87,100,1.75,US,1682704800
299,pacific grove,36.6177,-121.9166,15.46,87,75,2.57,US,1682704800
300,segre,47.6833,-0.8667,20.03,90,100,3.67,FR,1682704800
301,shizuoka,34.9769,138.3831,12.65,78,16,1.78,JP,1682704800
302,bilajer,40.5681,50.0378,18.29,88,0,5.8,AZ,1682704800
303,kailua-kona,19.6406,-155.9956,23.81,85,40,2.65,US,1682704800
304,kalemie,-5.9475,29.1947,22.47,82,20,1.71,CD,1682704800
305,otofuke,42.9917,143.2003,4.81,75,96,0.89,JP,1682704800
306,kuta,-8.7233,115.1723,27.78,83,40,5.51,ID,1682704800
307,plettenberg bay,-34.0527,23.3716,16.68,77,64,2.02,ZA,1682704800
308,crane,31.3974,-102.3501,22.63,30,2,9.99,US,1682704800
309,kanggye,40.9695,126.5852,9.81,65,100,1.51,KP,1682704800
310,bentota,6.4254,79.9948,26.23,86,99,2.06,LK,1682704800
311,dazhou,31.2159,107.5009,14.13,82,100,0.37,CN,1682704800
312,salo,45.6086,10.531,21.57,76,74,0.78,IT,1682704800
313,bandarbeyla,9.4942,50.8122,28.93,78,100,6.71,SO,1682704800
314,tari,12.4086,4.4914,36.41,25,100,3.11,NG,1682704800
315,pyhajarvi,67.0701,27.2176,-0.15,90,100,5.3,FI,1682704800
316,pedernales,18.0384,-71.744,28.18,69,36,2.5,DO,1682704800
317,prado,-17.3411,-39.2208,27.32,73,1,3.73,BR,1682704800
318,khowai,24.1,91.6333,25.41,71,82,2.24,IN,1682704800
319,strathmore,51.0501,-113.3852,13.3,33,95,3.07,CA,1682704800
320,khash,28.2211,61.2158,18.45,50,91,1.54,IR,1682704800
321,anadyr,64.75,177.4833,-14.72,78,0,4.74,RU,1682704800
322,sao vicente,-23.9631,-46.3919,24.05,54,100,2.26,BR,1682704800
323,khovd,48.0056,91.6419,8.4,32,47,1.12,MN,1682704800
324,kondopoga,62.2057,34.2614,4.82,96,100,3.16,RU,1682704800
325,salinas,36.6777,-121.6555,24.35,84,75,2.19,US,1682704800
326,toamasina,-18.1667,49.3833,25.0,78,40,4.64,MG,1682704800
327,malabar,-33.9667,151.25,19.65,74,0,4.17,AU,1682704800
328,verkhnevilyuysk,63.4453,120.3167,-1.2,94,98,2.16,RU,1682704800
329,lishui,28.4604,119.9103,20.25,99,100,0.55,CN,1682704800
330,acapulco de juarez,16.8634,-99.8901,29.9,58,20,4.1,MX,1682704800
331,novaya igirma,57.1334,103.9112,1.52,98,98,1.95,RU,1682704800
332,gyongyos,47.7826,19.928,10.05,75,86,2.07,HU,1682704800
333,west valley,46.5921,-120.6051,20.62,48,0,1.57,US,1682704800
334,kourou,5.1552,-52.6478,30.03,70,79,3.6,GF,1682704800
335,sona,45.4388,10.8255,20.27,43,0,1.29,IT,1682704800
336,ulanhot,46.0833,122.0833,6.22,26,78,2.88,CN,1682704800
337,mangrol,21.1167,70.1167,26.95,80,44,5.22,IN,1682704800
338,soto la marina,23.7667,-98.2167,33.13,47,21,4.36,MX,1682704800
339,peace river,56.2501,-117.286,13.4,28,75,1.64,CA,1682704800
340,hafar al-batin,28.4328,45.9708,34.32,24,40,4.85,SA,1682704800
341,fougamou,-1.2154,10.5838,24.43,94,99,1.31,GA,1682704800
342,cabo san lucas,22.8909,-109.9124,24.31,38,0,3.99,MX,1682704800
343,bontang,0.1333,117.5,26.59,85,89,4.27,ID,1682704800
344,gaiman,-43.2897,-65.4929,18.34,56,100,9.64,AR,1682704800
345,roxas,11.5853,122.7511,27.3,82,15,3.92,PH,1682704800
346,tidjikja,18.5564,-11.4271,37.74,7,0,4.71,MR,1682704800
347,hami,42.8,93.45,14.65,14,25,1.94,CN,1682704800
348,varena,54.2167,24.5667,5.36,64,62,0.97,LT,1682704800
349,swan hill,-35.3378,143.5544,11.11,68,98,2.92,AU,1682704800
350,woodward,36.4337,-99.3904,8.38,100,100,7.96,US,1682704800
351,mongoumba,3.6415,18.5936,26.67,60,94,1.35,CF,1682704800
352,waingapu,-9.6567,120.2641,25.46,90,62,2.97,ID,1682704800
353,upington,-28.4478,21.2561,27.21,19,0,3.95,ZA,1682704800
354,cururupu,-1.8283,-44.8683,28.72,76,62,1.18,BR,1682704800
355,queenstown,-31.8976,26.8753,13.85,48,56,0.88,ZA,1682704800
356,kundiawa,-6.0167,144.9667,17.19,98,100,0.26,PG,1682704800
357,winkler,49.1817,-97.941,7.06,76,96,3.48,CA,1682704800
358,belmonte,-15.8631,-38.8828,28.36,71,13,4.14,BR,1682704800
359,kenai,60.5544,-151.2583,2.99,86,100,1.9,US,1682704800
360,tamandare,-8.7597,-35.1047,28.67,65,52,3.54,BR,1682704800
361,castillos,-34.1667,-53.8333,23.81,50,0,2.13,UY,1682704800
362,chongwe,-15.3292,28.682,17.27,60,77,1.96,ZM,1682704800
363,guarapari,-20.6667,-40.4975,24.73,83,39,2.84,BR,1682704800
364,newman,37.3138,-121.0208,26.59,44,0,1.55,US,1682704800
365,carnarvon,-24.8667,113.6333,22.76,41,95,9.54,AU,1682704800
366,xinyi,22.373,110.9475,22.94,92,5,0.69,CN,1682704800
367,miracema do tocantins,-9.5618,-48.3967,32.0,53,98,0.61,BR,1682704800
368,chipinge,-20.1883,32.6236,15.64,69,2,2.79,ZW,1682704800
369,nanding,36.7483,118.0558,12.75,35,100,7.34,CN,1682704800
370,callao,-12.0667,-77.15,26.16,69,0,5.84,PE,1682704800
371,mar del plata,-38.0023,-57.5575,24.52,58,0,7.23,AR,1682704800
372,rumoi,43.9344,141.6428,8.12,93,92,2.76,JP,1682704800
373,bernay,49.1667,0.6667,14.35,85,100,3.89,FR,1682704800
374,cadillac,44.2519,-85.4012,14.95,23,0,3.84,US,1682704800
375,ingeniero jacobacci,-41.3427,-69.5448,15.0,57,98,11.52,AR,1682704800
376,xinyuan,37.3,99.0,-2.26,20,0,1.81,CN,1682704800
377,metlaoui,34.3208,8.4016,30.6,20,1,3.19,TN,1682704800
378,al wajh,26.2455,36.4525,25.97,69,0,4.69,SA,1682704800
379,tolanaro,-25.0319,46.9987,24.04,64,40,4.63,MG,1682704800
380,mejit,10.2753,170.8646,27.16,82,100,8.04,MH,1682704800
381,sinop,41.7711,34.8709,7.06,93,98,2.33,TR,1682704800
382,nizhneudinsk,54.9076,99.0276,5.98,94,100,0.89,RU,1682704800
383,taro,-8.3862,115.28,23.81,97,97,0.77,ID,1682704800
384,ulverstone,-41.15,146.1667,9.22,83,73,3.18,AU,1682704800
385,fort bragg,35.139,-79.006,25.21,74,100,4.56,US,1682704800
386,aketi,2.7388,23.7833,22.25,97,100,1.41,CD,1682704800
387,ongjin,37.9347,125.3619,12.12,98,100,3.97,KP,1682704800
388,ubari,26.5921,12.7805,29.87,13,0,3.87,LY,1682704800
389,kulhudhuffushi,6.6221,73.07,28.67,72,100,0.98,MV,1682704800
390,puerto maldonado,-12.6,-69.1833,33.69,55,75,0.66,PE,1682704800
391,horta,38.5333,-28.6333,17.23,78,20,10.58,PT,1682704800
392,taltal,-25.4,-70.4833,18.98,72,17,2.21,CL,1682704800
393,waiuku,-37.25,174.75,12.21,89,100,2.79,NZ,1682704800
394,maba,24.6841,113.5984,22.45,91,97,0.52,CN,1682704800
395,kapuskasing,49.4169,-82.4331,8.0,66,100,1.07,CA,1682704800
396,olyokminsk,60.3736,120.4264,-3.0,94,12,0.82,RU,1682704800
397,fort st. john,56.2499,-120.8529,10.47,43,75,1.77,CA,1682704800
398,uturoa,-16.7333,-151.4333,27.35,77,49,4.28,PF,1682704800
399,jeddah,21.5169,39.2192,31.92,22,0,6.55,SA,1682704800
400,northam,51.0333,-4.2167,11.81,87,55,3.67,GB,1682704800
401,la sarre,48.8002,-79.1996,11.16,58,100,3.37,CA,1682704800
402,puerto gaitan,4.3133,-72.0816,30.43,61,100,1.9,CO,1682704800
403,saldanha,-33.0117,17.9442,18.03,74,59,1.4,ZA,1682704800
404,neryungri,56.6709,124.6491,-9.41,96,51,1.57,RU,1682704800
405,sao joao de pirabas,-0.7747,-47.1772,28.78,70,18,2.74,BR,1682704800
406,santa marinella,42.0345,11.8536,18.21,63,84,3.35,IT,1682704800
407,santa maria del oro,25.9333,-105.3667,24.93,7,0,0.39,MX,1682704800
408,rafiganj,24.8167,84.65,30.03,26,21,3.17,IN,1682704800
409,santiago de cao,-7.9589,-79.2392,26.07,65,97,4.9,PE,1682704800
410,katsuura,35.1333,140.3,17.11,75,18,7.45,JP,1682704800
411,nadi,-17.8,177.4167,24.33,94,40,1.87,FJ,1682704800
412,canutama,-6.5339,-64.3831,33.17,48,99,1.28,BR,1682704800
413,magadan,59.5667,150.8,-3.5,77,14,3.83,RU,1682704800
414,shenandoah,30.4013,-91.0009,25.49,58,0,2.59,US,1682704800
415,khiri mat,16.8333,99.8,32.71,45,2,2.04,TH,1682704800
416,arecibo,18.4724,-66.7157,30.32,76,33,4.29,PR,1682704800
417,la gi,10.6667,107.7833,27.51,81,76,6.86,VN,1682704800
418,holualoa,19.6228,-155.9522,21.96,87,40,2.19,US,1682704800
419,seria,4.6167,114.3167,27.12,89,100,1.03,BN,1682704800
420,mocorito,25.4833,-107.9167,33.41,16,2,2.13,MX,1682704800
421,mumford,5.2618,-0.759,27.77,76,100,5.03,GH,1682704800
422,masterton,-40.9597,175.6575,8.61,96,100,1.7,NZ,1682704800
423,sidi khaled,34.387,4.9879,32.13,16,0,4.42,DZ,1682704800
424,mitha tiwana,32.2486,72.1108,26.96,32,31,1.59,PK,1682704800
425,igarka,67.4667,86.5833,-5.19,85,100,9.04,RU,1682704800
426,vadso,70.0744,29.7487,2.09,75,0,6.83,NO,1682704800
427,mossel bay,-34.1831,22.146,16.96,74,13,1.38,ZA,1682704800
428,merritt island,28.5392,-80.672,27.95,63,0,4.45,US,1682704800
429,loanda,-8.8368,13.2343,29.0,70,20,5.3,AO,1682704800
430,sandnessjoen,66.0217,12.6316,6.45,56,40,4.26,NO,1682704800
431,brandon,27.9378,-82.2859,27.64,64,40,4.74,US,1682704800
432,aioun,16.6614,-9.6149,39.29,3,0,6.87,MR,1682704800
433,hovd,48.0056,91.6419,8.4,32,47,1.12,MN,1682704800
434,alto parana,-23.1289,-52.3189,22.86,64,57,1.57,BR,1682704800
435,abatskoye,56.2875,70.4555,4.78,44,16,4.47,RU,1682704800
436,richards bay,-28.783,32.0377,21.1,91,3,2.36,ZA,1682704800
437,thunder bay,48.4001,-89.3168,5.34,75,100,2.21,CA,1682704800
438,gaillimh,53.2719,-9.0489,12.5,89,72,3.88,IE,1682704800
439,porto torres,40.835,8.3972,24.1,78,99,0.55,IT,1682704800
440,juarez,31.7333,-106.4833,26.77,14,75,7.51,MX,1682704800
441,gorontalo,0.5412,123.0595,24.23,95,88,0.88,ID,1682704800
442,codajas,-3.8367,-62.0569,29.68,69,58,1.15,BR,1682704800
443,chisec,15.8167,-90.2833,38.5,30,5,2.6,GT,1682704800
444,galliano,29.4422,-90.2992,27.74,50,0,3.18,US,1682704800
445,kovdor,67.5662,30.4758,-1.42,87,73,5.12,RU,1682704800
446,sol'-iletsk,51.1631,54.9918,16.27,53,19,4.08,RU,1682704800
447,nago,26.5881,127.9761,23.24,93,17,2.35,JP,1682704800
448,matoury,4.8483,-52.3317,29.98,66,40,3.44,GF,1682704800
449,santo antonio,-6.3106,-35.4789,30.63,57,87,4.75,BR,1682704800
450,kone,-21.0595,164.8658,20.66,85,56,1.59,NC,1682704800
451,zhanaozen,43.3,52.8,23.67,27,16,1.0,KZ,1682704800
452,isangel,-19.55,169.2667,24.6,74,15,4.01,VU,1682704800
453,ceeldheer,3.8488,47.1806,27.66,65,100,3.13,SO,1682704800
454,urangan,-25.3,152.9,21.14,75,67,3.26,AU,1682704800
455,cuamba,-14.8031,36.5372,18.84,83,11,1.26,MZ,1682704800
456,bafq,31.6128,55.4107,19.88,55,99,0.29,IR,1682704800
457,mogocha,53.7333,119.7667,-1.33,93,89,1.48,RU,1682704800
458,touros,-5.1989,-35.4608,29.08,69,85,5.21,BR,1682704800
459,porto novo,6.4965,2.6036,29.9,76,99,4.65,BJ,1682704800
460,villupuram,11.9333,79.4833,28.35,74,89,2.91,IN,1682704800
461,suoyarvi,62.0833,32.35,2.26,98,100,2.5,RU,1682704800
462,sarkand,45.41,79.9186,16.66,28,12,3.58,KZ,1682704800
463,barrie,44.4001,-79.6663,14.38,64,97,6.5,CA,1682704800
464,bayevo,53.2833,80.7667,15.61,46,46,3.72,RU,1682704800
465,nola,40.922,14.5329,19.87,40,31,1.57,IT,1682704800
466,nuuk,64.1835,-51.7216,3.34,81,0,1.86,GL,1682704800
467,newport,51.5877,-2.9984,15.83,80,54,4.43,GB,1682704800
468,saint-pierre,-21.3393,55.4781,24.3,73,20,5.07,RE,1682704800
469,sanjwal,33.7608,72.4336,24.75,40,36,1.86,PK,1682704800
470,puerto santa,-8.9906,-78.6456,25.8,77,60,4.54,PE,1682704800
471,vorkuta,67.5,64.0,-7.24,93,100,6.23,RU,1682704800
472,butiama,-1.7667,33.9667,17.48,95,99,1.24,TZ,1682704800
473,hola,51.5377,23.1902,11.1,56,57,0.52,PL,1682704800
474,kristianstad,56.0313,14.1524,10.08,34,100,2.47,SE,1682704800
475,vicente guerrero,19.1194,-98.1708,24.3,20,2,4.52,MX,1682704800
476,bengkulu,-3.8004,102.2655,24.53,91,98,1.53,ID,1682704800
477,deori khas,23.4,79.0167,24.63,58,93,4.68,IN,1682704800
478,afif,23.9065,42.9172,25.78,27,6,3.65,SA,1682704800
479,ivolginsk,51.7492,107.2837,3.81,70,20,0.95,RU,1682704800
480,nkowakowa,-23.8878,30.2871,23.38,55,8,0.38,ZA,1682704800
481,luanda,-8.8368,13.2343,29.0,70,20,5.3,AO,1682704800
482,zhaotong,27.3167,103.7167,5.73,90,99,3.73,CN,1682704800
483,demba,-5.51,22.2667,24.56,74,96,0.63,CD,1682704800
484,nema,57.5067,50.5011,3.54,91,65,2.12,RU,1682704800
485,ghansor,22.65,79.95,24.42,54,91,1.21,IN,1682704800
486,arkhangel'sk,64.5401,40.5433,6.06,42,0,5.37,RU,1682704800
487,pendleton,45.6721,-118.7886,21.57,44,0,1.43,US,1682704800
488,mawu,29.5923,107.3139,11.78,91,100,1.73,CN,1682704800
489,keelung,25.1283,121.7419,24.05,92,59,1.12,TW,1682704800
490,tughyl,47.7252,84.2063,10.4,52,11,5.43,KZ,1682704800
491,wewak,-3.5534,143.6268,26.11,86,99,1.55,PG,1682704800
492,santana,-0.0583,-51.1817,31.1,66,40,2.14,BR,1682704800
493,prince rupert,54.3161,-130.3201,11.53,82,100,0.95,CA,1682704800
494,tromso,69.6496,18.957,4.65,70,40,2.24,NO,1682704800
495,sunrise manor,36.2111,-115.0731,28.46,14,0,9.51,US,1682704800
496,twon-brass,4.3151,6.2418,28.1,75,75,4.71,NG,1682704800
497,vishnevogorsk,55.9913,60.6579,7.1,66,100,1.95,RU,1682704800
498,yuzhno-kurilsk,44.0306,145.8556,3.34,75,100,2.05,RU,1682704800
499,hilo,19.7297,-155.09,23.64,89,0,1.8,US,1682704800
500,rio preto da eva,-2.6994,-59.6997,31.79,54,54,2.83,BR,1682704800
501,tinaquillo,9.9186,-68.3047,29.45,64,96,1.33,VE,1682704800
502,taroa,8.7058,171.2275,27.41,82,100,7.58,MH,1682704800
503,blackwater,-23.5833,148.8833,18.03,88,92,2.82,AU,1682704800
504,yigo village,13.5361,144.8886,26.13,89,75,9.49,GU,1682704800
505,ashland,40.8167,-82.2665,12.69,93,100,5.99,US,1682704800
506,bikenibeu village,1.3673,173.1241,27.66,89,40,6.44,KI,1682704800
507,kristiansund,63.1115,7.732,7.36,49,0,1.34,NO,1682704800
508,brak,27.5496,14.2714,29.31,16,0,4.69,LY,1682704800
509,salinopolis,-0.6136,-47.3561,28.53,71,17,3.13,BR,1682704800
510,borger,52.9233,6.7931,12.55,93,100,3.5,NL,1682704800
511,fale old settlement,-9.3852,-171.2468,29.23,75,65,8.38,TK,1682704800
512,antsiranana,-12.2787,49.2917,26.03,75,26,7.54,MG,1682704800
513,muhos,64.808,25.9931,0.64,100,100,1.38,FI,1682704800
514,tual,-5.6667,132.75,28.17,77,95,6.11,ID,1682704800
515,ghanzi,-21.5667,21.7833,25.2,27,10,3.25,BW,1682704800
516,ta`u,-14.2336,-169.5144,28.02,77,62,7.88,AS,1682704800
517,kokopo,-4.352,152.2633,25.04,87,75,1.63,PG,1682704800
518,lepsy,46.235,78.9456,16.87,30,15,2.92,KZ,1682704800
519,chibougamau,49.9168,-74.3659,9.79,46,75,3.74,CA,1682704800
520,kaiyuan,23.6977,103.3037,19.36,78,26,2.46,CN,1682704800
521,hays,30.0502,-98.0336,27.03,70,1,7.55,US,1682704800
522,kolyshley,52.7005,44.5367,16.12,56,38,3.38,RU,1682704800
523,lagonoy,13.7342,123.5207,24.85,96,17,1.14,PH,1682704800
524,puerto armuelles,8.2833,-82.8667,29.82,65,96,3.69,PA,1682704800
525,fort mcmurray,56.7268,-111.381,13.44,35,0,5.54,CA,1682704800
526,kalifornsky,60.4183,-151.29,3.47,90,100,1.55,US,1682704800
527,interlaken,36.9513,-121.7338,23.91,85,100,1.91,US,1682704800
528,marsa alam,25.0757,34.8918,25.47,60,0,2.92,EG,1682704800
529,caala,-12.8525,15.5606,15.49,61,77,1.04,AO,1682704800
530,new milford,40.9327,-74.0179,13.27,73,0,5.32,US,1682704800
531,ha'il,27.5219,41.6907,27.01,18,0,4.44,SA,1682704800
532,tshikapa,-6.4167,20.8,24.4,69,80,1.7,CD,1682704800
533,camana,-16.6228,-72.7111,23.08,72,28,4.52,PE,1682704800
534,buala,-8.145,159.5921,26.88,84,42,1.78,SB,1682704800
535,birjand,32.8663,59.2211,21.82,28,75,1.34,IR,1682704800
536,severo-yeniseyskiy,60.3725,93.0408,4.41,99,100,3.77,RU,1682704800
537,ghat,24.9647,10.1728,31.34,15,51,3.33,LY,1682704800
538,ciudad lazaro cardenas,17.9583,-102.2,27.83,60,1,4.48,MX,1682704800
539,emmett,43.8735,-116.4993,16.99,35,27,1.59,US,1682704800
540,wahpeton,46.2652,-96.6059,10.35,71,0,6.08,US,1682704800
541,micheweni,-4.9667,39.8333,24.16,93,100,4.96,TZ,1682704800
542,infantes,38.7367,-3.0122,29.45,26,100,8.02,ES,1682704800
543,angra do heroismo,38.65,-27.2167,17.84,80,40,9.23,PT,1682704800
544,ambon,-3.6954,128.1814,27.66,72,40,2.17,ID,1682704800
545,nikolayevsk-on-amure,53.1406,140.73,-4.9,97,100,0.88,RU,1682704800
546,tangalle,6.024,80.7911,26.23,83,80,1.06,LK,1682704800
547,bizhbulyak,53.6967,54.2642,13.61,65,6,3.01,RU,1682704800
548,dapa,9.7594,126.0531,27.01,83,64,1.56,PH,1682704800
549,spring creek,40.7266,-115.5859,15.33,35,45,0.28,US,1682704800
550,utete,-7.986,38.758,22.62,97,66,1.62,TZ,1682704800
551,manado,1.487,124.8455,25.07,94,40,1.34,ID,1682704800
552,indianola,41.3581,-93.5574,20.7,39,89,1.1,US,1682704800
553,tselinnoye,53.0833,85.6667,13.51,64,95,6.25,RU,1682704800
554,cauquenes,-35.9671,-72.3225,16.88,67,100,10.26,CL,1682704800
